birthdate	user_id	registration	company	job	mail	residence	imei	current_location	username	ssn	name
1922-12-20	1304	2019-08-02	Wilson Ltd		jill77@yahoo.com		8630330696303481909	(Decimal('-7.656084'), Decimal('-72.196396'))	william54	241-32-1998	Jennifer French
	99	28 Jul 2019	Trujillo-Richardson	Osteopath	vrobinson@yahoo.com		3590433799317661875	(Decimal('63.411382'), Decimal('-82.933774'))	luishodges	021-35-6274	Brooke Pittman
	1875	2020/04/17	Dyer, Ortiz and Williams		dspencer@hotmail.com		8630330696303481073	(Decimal('41.336677'), Decimal('106.649552'))	mendozamark	769-91-6951	Michael Sampson
	1151	03/21/2021, 00:00:00	Henderson-Robbins		daltonjames@gmail.com		8630330696303481784	(Decimal('9.6942365'), Decimal('5.828792'))	rwatson	639-57-1900	Andrew Andrade
1924-08-14	842	30 Aug 2023	Vaughn, Butler and Jackson		pachecoryan@yahoo.com		3590433799317662360	(Decimal('72.926816'), Decimal('141.559579'))	jacksonmaxwell	838-03-9993	Anthony Harmon
	1601	04/20/2019, 00:00:00	Schwartz LLC		tperez@yahoo.com		863033069630348362	(Decimal('-3.971430'), Decimal('-130.113952'))	daniellehiggins	672-57-9203	Beth Johnson
1964-05-31	1207	2019/07/12	Blackwell Inc	Telecommunications researcher	buchananalexandra@yahoo.com		3590433799317662436	(Decimal('-60.491104'), Decimal('99.306926'))	nreed	033-91-3716	Alexis Taylor
1978-05-14	1567	10/21/2022, 00:00:00	Hess-Morgan		fsampson@gmail.com	"147 Fisher Lodge
Howardview, NY 04891"	3590433799317662097	(Decimal('-38.793357'), Decimal('-154.581035'))	christopherreese	463-37-7594	Karen Hampton
1910-11-04	35	2023-03-01	Rhodes-Howard		megan56@yahoo.com	"101 Gomez Port
Thomasfort, WY 52557"	863033069630348693	(Decimal('-52.235760'), Decimal('90.650059'))	clarkdanielle	305-29-1801	Judith Jimenez
	352	14 Dec 2017	Page PLC		dominicmartinez@gmail.com	"35092 Rodriguez Unions Apt. 398
Port Rebeccastad, UT 71086"	359043379931766908	(Decimal('-45.582660'), Decimal('172.856682'))	jnguyen	193-04-6841	Jonathan Logan
	1998	2022/12/05	Melton PLC		george15@hotmail.com		359043379931766411	(Decimal('-11.419561'), Decimal('-15.446247'))	stoneashley	829-93-5616	Kristina Klein
	2070	02/09/2018, 00:00:00	Hanna-Wilson	Pharmacist, community	davidthomas@gmail.com		3590433799317662360	(Decimal('13.713488'), Decimal('113.061905'))	danielhill	872-30-1538	Roberta Washington
	402	05/11/2022, 00:00:00	Arellano Group	Charity fundraiser	jshaffer@yahoo.com		359043379931766742	(Decimal('-22.0549605'), Decimal('80.626028'))	jessicagraves	275-89-6413	Dean Harrison
	402	12/23/2020, 00:00:00	Garcia Ltd		ruizlinda@yahoo.com	"723 White Trace Suite 093
Calvinland, LA 34428"	3590433799317662428	(Decimal('75.792995'), Decimal('-116.960051'))	michael79	207-38-6774	John Stephenson
	356	01 May 2023	Petty PLC		smoreno@hotmail.com		3590433799317661263	(Decimal('-22.949737'), Decimal('-124.447396'))	petersdavid	759-35-9721	James Thomas
1965-11-10	779	08 Mar 2018	Lopez LLC		calhounkyle@gmail.com	"96334 Edwards Creek
Nicholastown, MH 32474"	359043379931766601	(Decimal('89.577612'), Decimal('21.117117'))	lawrenceray	777-96-9372	April Wall
	524	2022-10-13	Klein-Nunez		joeschroeder@yahoo.com	"05610 Kevin Shores
East Justin, OK 99008"	3590433799317661339	(Decimal('-24.468014'), Decimal('104.502700'))	smiththomas	866-46-2524	Andrew Reynolds
1933-02-24	391	11/02/2018, 00:00:00	Fisher-Smith	Environmental manager	michael13@gmail.com	"018 Ortiz Harbor Suite 993
North Abigailborough, AK 67713"	3590433799317661040	(Decimal('-37.603164'), Decimal('13.131964'))	mendozacarolyn	396-27-0540	Frank Summers
1960-06-14	215	2019/09/29	Schmitt, James and Green		clarkchris@gmail.com		8630330696303481321	(Decimal('-74.751558'), Decimal('-163.974210'))	matthew81	275-61-3395	Joshua Jackson
	2153	2022-11-20	Caldwell, Lee and Rogers		gpowell@yahoo.com	"PSC 1295, Box 7482
APO AE 24174"	359043379931766429	(Decimal('-5.5372775'), Decimal('109.185388'))	owright	273-14-6236	Jimmy Alvarez
	1043	2022-09-02	Price, Barton and Bray	Network engineer	gouldpamela@hotmail.com		359043379931766767	(Decimal('-75.1943505'), Decimal('-109.224428'))	piercemichael	363-97-3554	Matthew Navarro
1937-10-30	1643	23 May 2020	Valdez, Perry and Bailey		robinsonleonard@yahoo.com		863033069630348248	(Decimal('17.498196'), Decimal('-23.311055'))	eatonashley	682-82-7864	Ashley Stark
2020-09-11	1581	01/03/2020, 00:00:00	Castro-Curry		chloejones@hotmail.com		3590433799317661842	(Decimal('68.481272'), Decimal('-96.081805'))	youngbenjamin	119-19-9679	Alexander Dougherty
	657	30 Jul 2022	Evans and Sons		devans@hotmail.com		863033069630348636	(Decimal('64.092657'), Decimal('120.173826'))	timothybrewer	381-67-9819	Debra Hudson
	385	2023/09/09	Martin-Avery	Film/video editor	stevensonbreanna@gmail.com	"680 Reyes Causeway
Amyburgh, MS 69818"	3590433799317661776	(Decimal('61.1516015'), Decimal('24.204653'))	troyharvey	025-65-1480	Tamara Oconnor
	1252	03/07/2024, 00:00:00	Stein, Medina and Vaughn		flemingstacy@gmail.com	"740 Maria Tunnel
Hayesview, SC 29825"	863033069630348297	(Decimal('-30.0874615'), Decimal('-86.276216'))	eric92	037-31-3158	Lisa Banks
1912-03-05	1426	2019/11/22	Alvarez and Sons		marialeon@gmail.com		359043379931766015	(Decimal('87.0224045'), Decimal('-81.398687'))	anthony19	382-96-3916	Jessica Leonard
	1492	18 Apr 2019	Brown, Russell and Goodman		johnathansloan@yahoo.com	"812 Julie Ways
Port Thomasfurt, AR 86014"	359043379931766940	(Decimal('-40.261755'), Decimal('111.477836'))	joshuacarroll	652-39-5094	Amber Williams
	257	16 Oct 2019	Hinton-Parker		heidijohns@hotmail.com		359043379931766007	(Decimal('1.2453405'), Decimal('-37.730643'))	travislopez	054-92-4634	Barbara Smith
	41	30 Aug 2019	Salinas-Martinez		travissanchez@yahoo.com		359043379931766619	(Decimal('-44.670036'), Decimal('177.704311'))	bradley28	085-22-5013	Heather Hernandez
	2576	09 May 2022	Kline and Sons		michellehansen@gmail.com		8630330696303481453	(Decimal('-78.6377875'), Decimal('-125.867666'))	janetharding	290-91-2524	Kyle Nielsen
1915-02-17	353	2023/12/23	Arellano-Williams	Sports therapist	eugene72@yahoo.com		359043379931766841	(Decimal('24.775127'), Decimal('92.580260'))	sara50	781-64-5065	Terrence Mendez
1928-01-06	209	04/22/2019, 00:00:00	Cook Inc	Glass blower/designer	brandongriffin@yahoo.com	"63211 Jennifer Turnpike
East Aimee, FM 63316"	3590433799317661511	(Decimal('58.4243935'), Decimal('89.479324'))	fschroeder	615-60-7672	Megan Ross
	1879	2023/04/04	Martin-Cox		barnesbradley@yahoo.com		863033069630348941	(Decimal('72.605165'), Decimal('-113.730514'))	hadams	484-94-4342	Andrew Herrera
2009-05-07	301	11/27/2019, 00:00:00	Morris-Berg		vlove@yahoo.com	"11154 Jackson Field Suite 561
Lake Joseph, NE 27156"	863033069630348099	(Decimal('-52.607841'), Decimal('144.792966'))	charlesmueller	402-60-0031	Rebecca Wilson DDS
1981-11-28	425	11/10/2022, 00:00:00	Mcdaniel, Wilson and Cantu		katherineporter@gmail.com		8630330696303481701	(Decimal('5.502549'), Decimal('155.513324'))	lellis	770-98-7586	Stephen Norman
1976-10-29	2184	2021/05/23	Rivera-Ray		smithamber@hotmail.com	"8863 Wade Via Suite 320
Port Tina, DC 80607"	8630330696303481925	(Decimal('-0.0971615'), Decimal('-121.884174'))	hcisneros	625-24-0688	Kristina Dean
1987-09-21	1169	2018/12/16	Moss Inc	Architect	charles84@yahoo.com		3590433799317661818	(Decimal('85.4115135'), Decimal('11.110073'))	torresgeorge	555-99-1440	Kevin Smith
1962-04-22	138	2019-01-13	Lawson, Murray and Mays		elizabethhill@hotmail.com		3590433799317661818	(Decimal('-63.2470375'), Decimal('76.041418'))	lclark	841-61-0179	Collin Miller
1935-04-25	1186	2022/04/30	Bonilla-Ingram	Illustrator	kimberlybarron@yahoo.com		8630330696303481057	(Decimal('77.4299945'), Decimal('-72.211320'))	linda94	863-84-8347	Shelby Paul
1981-09-30	1155	2018-05-17	Fitzgerald-Murray	Health and safety inspector	susanphillips@gmail.com		8630330696303481370	(Decimal('30.2182335'), Decimal('109.661003'))	dustinpierce	270-17-6368	Stacey Graham
	2055	2024-05-23	Gonzales, Castillo and Morales		meganwilliams@hotmail.com	"89034 Prince River Apt. 994
West Dawn, WI 99037"	8630330696303482261	(Decimal('20.3580095'), Decimal('-31.627971'))	richard71	120-03-8617	Ellen Brown
	387	27 Nov 2021	Osborne, Ramirez and Brewer	Careers information officer	gregorygarcia@gmail.com		863033069630348487	(Decimal('-85.359743'), Decimal('-8.365003'))	raymondgonzalez	123-89-9992	Caitlin Hernandez
	1038	2022/04/30	Morris-Mathews		mathewsjohn@hotmail.com		8630330696303482097	(Decimal('63.673076'), Decimal('-39.984336'))	markmartin	804-29-2092	Patricia Sims
	1882	2020/10/20	Martin-Rice		floresrachel@hotmail.com	"00666 Smith Island
Port Gerald, TX 17606"	3590433799317662162	(Decimal('-43.0737095'), Decimal('-145.143129'))	kerri83	445-23-9396	Daniel Walker
1968-07-03	1967	2024-08-12	Burns-Hatfield		cphillips@hotmail.com		8630330696303481784	(Decimal('58.732717'), Decimal('-59.752018'))	mackenzie74	206-47-0375	Katrina Galvan
	2282	2019-06-29	Vaughn, Campbell and Ramirez	Recruitment consultant	whitepeter@gmail.com		863033069630348693	(Decimal('-29.4523255'), Decimal('-64.193210'))	fglass	038-15-5919	Christopher Finley
	1997	2024-07-31	Mason-Haynes		goldenjeffrey@hotmail.com		863033069630348552	(Decimal('58.910107'), Decimal('-69.088161'))	james95	167-63-9227	Omar Bright
1963-04-22	2472	20 Jul 2022	Blair-Brennan	Research officer, government	qhughes@gmail.com		3590433799317662477	(Decimal('35.8338635'), Decimal('-95.760550'))	jessicaowens	503-71-8307	Daisy Mejia
1920-05-17	1374	2024/06/08	Ramirez, Berry and Peck	Health and safety inspector	jeremyhansen@gmail.com		359043379931766551	(Decimal('58.233948'), Decimal('165.874894'))	pittsjoseph	242-52-5097	Sarah Dunn
	2410	2022-09-08	Gonzalez-Graham		flane@yahoo.com		8630330696303481941	(Decimal('-28.4539605'), Decimal('-169.609309'))	mclaughlinmichael	646-41-3737	James Lynn
1972-02-07	2015	07/25/2024, 00:00:00	Vega-Torres		gonzalesmark@hotmail.com	"PSC 5608, Box 2335
APO AE 87690"	863033069630348727	(Decimal('-73.067259'), Decimal('-72.570683'))	uwatson	861-94-7439	Rhonda Lee
1940-01-28	403	07 Mar 2020	Griffin, Walker and Maddox		brewersean@gmail.com		8630330696303481552	(Decimal('-72.4516825'), Decimal('12.238696'))	mcowan	251-30-4372	Melinda Bell
1911-05-08	1784	27 Oct 2017	Daniels, Thompson and White		kelly61@gmail.com		863033069630348818	(Decimal('35.6744465'), Decimal('-105.931814'))	joshua28	335-93-3701	William Carlson
1978-08-06	1260	06/06/2023, 00:00:00	Dorsey Group		antonio03@hotmail.com	"30479 Margaret Mission Apt. 490
Jacquelinetown, PA 88287"	863033069630348933	(Decimal('63.627978'), Decimal('-88.502752'))	rhernandez	172-75-2740	Joel Evans
1908-11-18	1020	05/31/2024, 00:00:00	Cochran Group		kathleen05@yahoo.com	"USNS Flores
FPO AE 67244"	8630330696303482170	(Decimal('-44.2805855'), Decimal('14.127069'))	jeffrey07	475-46-5683	Nathan Baker
	844	2019/05/13	Anderson, Long and Fleming	Toxicologist	kenneth93@gmail.com		3590433799317661974	(Decimal('66.3992345'), Decimal('-12.717094'))	ksmith	864-91-0890	Michelle Cooper
	218	2017-12-07	Lara-Gordon		kenneth85@gmail.com	"3034 Mcpherson Avenue
Smithbury, NC 92500"	359043379931766601	(Decimal('0.0843595'), Decimal('-118.962305'))	paulperez	174-16-5825	Edwin Winters
	2295	2020/08/20	Young LLC	Curator	trankevin@gmail.com		863033069630348701	(Decimal('-85.635454'), Decimal('88.032210'))	jeffrey36	008-65-9350	Kristin Patterson
1948-06-17	119	31 Jan 2021	Wells-Holder	Clinical psychologist	john74@hotmail.com	"84490 Turner Bridge Suite 466
Hallberg, TX 11217"	3590433799317662311	(Decimal('-40.866086'), Decimal('-179.374033'))	mooreashley	113-88-0562	Adam Perkins
	370	11 Dec 2023	Manning and Sons		geoffreygraham@yahoo.com	"902 Jeremy Falls Suite 566
Port Philliptown, IA 40342"	359043379931766643	(Decimal('-34.072700'), Decimal('139.532203'))	cynthia70	600-02-6123	Eric Medina
	1990	12/11/2018, 00:00:00	Walters LLC		jonesmatthew@yahoo.com		863033069630348446	(Decimal('55.486832'), Decimal('78.009025'))	jenniferwood	539-76-5381	Dr. Angela Steele
	2573	05 Dec 2022	Barrett-Graham		pamela67@gmail.com	"750 John Pass Suite 404
Ingramland, NM 61610"	863033069630348735	(Decimal('50.694310'), Decimal('50.893003'))	nancy99	434-64-2899	Michele Martinez
1944-09-02	2169	2019/09/23	Shaw, Hall and Christian		hughesmiranda@yahoo.com	"7536 Amanda Manor Suite 950
Ronnieton, WV 33220"	359043379931766338	(Decimal('48.059605'), Decimal('99.267703'))	bradleytaylor	553-17-2414	Kyle Campbell
1980-11-07	1694	2023-03-22	Young and Sons		jacobskatherine@yahoo.com		8630330696303481040	(Decimal('15.314859'), Decimal('-135.357512'))	sarahrodriguez	303-21-9460	Michael Edwards
2009-11-29	2464	2020-04-04	Houston LLC		monicadavid@yahoo.com		863033069630348453	(Decimal('63.6679565'), Decimal('100.887733'))	tammykoch	070-11-0380	Jacqueline Turner
1985-03-04	1464	2022-08-27	Gardner and Sons		charlesjones@yahoo.com		3590433799317662170	(Decimal('86.2444545'), Decimal('90.787777'))	robinsonchristina	812-04-9419	Nicholas Barajas
	1237	2018/07/28	Jones-Waters	Physicist, medical	amymartinez@hotmail.com		3590433799317662170	(Decimal('-17.430532'), Decimal('-116.377830'))	paul90	131-36-4323	Gerald Pratt
	881	25 Feb 2018	King Ltd		ywright@yahoo.com		3590433799317661669	(Decimal('61.452121'), Decimal('159.751362'))	anovak	744-54-0669	Ray Peterson
	1755	01/27/2020, 00:00:00	Horne, Smith and Decker	Insurance account manager	james94@yahoo.com		3590433799317661453	(Decimal('-16.9053825'), Decimal('102.594644'))	tatematthew	054-26-6265	Thomas Smith
1910-10-09	1706	2023-01-12	Hill and Sons		brownbrian@gmail.com		863033069630348024	(Decimal('-87.730323'), Decimal('-108.029115'))	elynch	821-21-7866	Paul Cunningham
	2445	26 Mar 2022	Tucker, Carpenter and Mcintyre		bryan87@hotmail.com	"997 Small Island Apt. 400
Brownville, WA 26558"	359043379931766528	(Decimal('-16.097952'), Decimal('-119.461986'))	suzannejohnson	793-20-9337	Brittney Wilson
1984-07-27	275	2023/03/20	Keller, Schmitt and Beasley		christina83@yahoo.com		359043379931766965	(Decimal('18.7716695'), Decimal('-162.608877'))	caldwelljeffrey	157-18-8951	Corey Martin
1934-04-14	2470	2020-09-18	Edwards-Stewart		aaguilar@hotmail.com		8630330696303481214	(Decimal('-81.9213035'), Decimal('-17.019904'))	leejames	214-26-2862	Geoffrey Olson
1985-09-30	2079	2022/09/17	Bradley, Ortiz and Russell	Waste management officer	allen95@yahoo.com		359043379931766015	(Decimal('41.096204'), Decimal('-90.166180'))	hansonmatthew	480-01-7081	Joe Roth
	1500	2018-03-06	Blair, Klein and Ward		umartinez@hotmail.com		863033069630348230	(Decimal('-68.0250995'), Decimal('124.336842'))	tstevenson	260-63-6484	Emily George
	2115	26 Jan 2021	Baker, Parsons and Richard		ericgutierrez@gmail.com		3590433799317661099	(Decimal('-29.0655305'), Decimal('-24.316494'))	elainechavez	222-19-2698	Eric Wilson
1910-08-18	235	2022-03-15	Mason LLC	Physicist, medical	zharris@hotmail.com		3590433799317661198	(Decimal('69.033001'), Decimal('-145.680928'))	smoore	595-23-1593	Brianna Case
	482	2020/03/20	Johnson Inc		raymond68@yahoo.com		8630330696303482469	(Decimal('17.342313'), Decimal('-129.751597'))	alyssabrady	677-94-6627	Marco Ewing
1942-12-10	52	15 Oct 2017	Flores Ltd		maureenyork@hotmail.com		8630330696303481065	(Decimal('46.9514465'), Decimal('128.574976'))	christiancervantes	354-47-2520	Mary Morris
1985-04-23	1770	05/04/2021, 00:00:00	Pacheco, Beck and Williams	Engineer, agricultural	burkeellen@hotmail.com		359043379931766585	(Decimal('-5.3283695'), Decimal('122.116411'))	greenjack	738-52-9623	Anna Herrera
	1895	11 Jun 2023	Craig-Butler	Holiday representative	danny01@gmail.com		8630330696303481909	(Decimal('77.5184195'), Decimal('-31.743898'))	aanderson	549-42-9834	Melissa Kim
	2497	2018/02/14	Clayton, Anderson and Best		nicholas79@gmail.com		3590433799317661578	(Decimal('61.145970'), Decimal('132.028817'))	kristin34	859-93-1739	Kevin Thomas
	197	2020-10-28	Collier-Frank	English as a second language teacher	ccollins@hotmail.com	"964 Joshua Rapids
Gibsonfurt, WY 07661"	8630330696303482006	(Decimal('39.227732'), Decimal('67.926294'))	michael02	787-26-2491	Christopher Johnson
	568	08/29/2019, 00:00:00	Vargas Inc		rossjeff@yahoo.com		8630330696303481768	(Decimal('-48.9370205'), Decimal('137.040580'))	sandersshelley	518-99-9534	Jose Brown
	2298	04 Apr 2022	Gaines-Allen		james91@yahoo.com	"100 Richard Creek
South Scottton, SD 35810"	863033069630348636	(Decimal('73.6319045'), Decimal('-84.287873'))	kking	200-61-3038	William Holmes
	1608	17 Aug 2023	Weaver Ltd		sarahrichards@yahoo.com	"0208 Robbins Glens Suite 114
Port Garyshire, AZ 36667"	359043379931766015	(Decimal('-52.240865'), Decimal('-24.969982'))	lcortez	729-19-4072	Juan Boyd
	2256	06/04/2022, 00:00:00	Oneal-Ortega		terribecker@hotmail.com		863033069630348537	(Decimal('77.7639525'), Decimal('127.594225'))	bernardrandy	268-99-9561	Steven Wilson
1924-06-11	2329	2018/09/18	Lee, Randall and Mueller		brittanytownsend@hotmail.com		863033069630348867	(Decimal('-18.0870305'), Decimal('-170.728374'))	claytonfernandez	423-99-7867	Karen Thomas
1978-04-04	871	24 Oct 2020	Hall LLC	Veterinary surgeon	prodriguez@yahoo.com		8630330696303481727		laura39	304-07-8265	Anna Walker
1926-05-19	2090	09 Jul 2020	Orozco, Hayden and Reyes		kyle50@hotmail.com		3590433799317662220	(Decimal('-41.5110255'), Decimal('-35.384560'))	kevin49	654-05-1935	Jeffrey Moore DDS
1929-03-08	2210	11/05/2019, 00:00:00	Ayala-Meyer		jacobmiller@gmail.com		3590433799317661099	(Decimal('32.1087355'), Decimal('130.887100'))	rubencruz	418-45-2961	Heidi Carrillo
1923-08-13	435	2021-12-04	Steele Ltd		jacksonjoshua@yahoo.com	"9776 Norris Point
Hendersontown, IA 34058"	863033069630348651	(Decimal('-30.837846'), Decimal('-95.840860'))	nicolasalvarez	489-05-9876	Jane Hernandez
1978-05-22	583	2021-10-17	Shaffer and Sons	Psychologist, prison and probation services	reeddustin@yahoo.com		863033069630348685	(Decimal('-89.7082425'), Decimal('161.709173'))	xtorres	360-01-2661	Nicholas Chavez
	2301	21 Nov 2020	Robinson-Cox		navarrojoseph@hotmail.com	"USNV Cannon
FPO AP 58766"	359043379931766445	(Decimal('-26.785543'), Decimal('-169.361352'))	brianyoung	664-46-0298	Ryan Tucker
	2035	2020/02/06	Moore-Brown		rhondaclarke@gmail.com		863033069630348297	(Decimal('-79.0148175'), Decimal('158.305972'))	johnsonmichael	030-41-1130	Karen Harris
1967-05-17	901	2020-07-18	Torres-Dean		whitecurtis@gmail.com	"377 Wells Gateway Suite 525
Brianfurt, TN 25322"	863033069630348180	(Decimal('-70.551481'), Decimal('121.446514'))	frederick97	823-28-1720	Veronica Potter
	2428	2020/06/01	Duran PLC	Paediatric nurse	jamiecarpenter@hotmail.com		3590433799317661735	(Decimal('-12.9182415'), Decimal('145.405063'))	frankaustin	790-49-6906	Jordan Blanchard
	2357	02 Jul 2024	White, Williams and Hicks		scott32@gmail.com	"02280 Rodgers Haven Apt. 713
Scottmouth, SC 69567"	863033069630348057	(Decimal('9.6324225'), Decimal('-127.110299'))	joneskaren	007-13-0701	Betty Rice
	1909	19 Feb 2023	Smith LLC		donna87@hotmail.com		3590433799317662337	(Decimal('-21.4934935'), Decimal('26.570680'))	joshuasoto	231-09-3881	Joseph Clark
	1108	2018/07/14	Adkins-Wallace		cynthia44@yahoo.com		863033069630348016	(Decimal('-88.6338615'), Decimal('174.799358'))	qsloan	750-52-0593	Todd Foster
1923-10-10	1380	06/15/2019, 00:00:00	Taylor-Nielsen		zperez@hotmail.com		8630330696303481198		harrisjustin	532-26-5625	Christina Hernandez
2008-08-15	1991	2024/08/08	Cardenas-Ayala		riosamber@hotmail.com		863033069630348768	(Decimal('33.339521'), Decimal('124.962105'))	georgetommy	898-44-5432	Angela Vazquez
1987-09-14	2497	2022/05/13	Mann, Cooley and Miller		dpatterson@hotmail.com	"7683 Butler Lights Apt. 500
Port Jonathantown, SD 01264"	359043379931766338	(Decimal('-75.1501025'), Decimal('-51.029447'))	peterellis	395-71-4464	Charles Garcia
1995-11-06	1937	02 Jan 2023	Richards PLC		youngtracy@gmail.com	"USNV Kennedy
FPO AE 33549"	8630330696303481255	(Decimal('-26.830176'), Decimal('138.786517'))	josephamanda	673-60-8684	Rachel Wood
